Subject_Description_40,Subject_or_Unit_32,Part_Time,Subject_or_Unit_12,Prerequisite_1_grade,Subject_or_Unit_29,Subject_or_Unit_14,Subject_Objective_23,Subject_Objective_12,Subject_or_Unit_31,Subject_Objective_24,Subject_or_Unit_27,Offline,Subject_Objective_2,Blended,Subject_or_Unit_13,Subject_Description_3,Subject_Objective_17,University,Full_Time,Prerequisite_1,Subject_Objective_26,Subject_or_Unit_39,Subject_Objective_3,Subject_Description_14,Subject_Objective_40,Subject_or_Unit_3,Subject_Description_17,Subject_or_Unit_8,Subject_Description_15,Subject_Description_26,Currency_Time,Subject_or_Unit_2,Prerequisite_2_grade,Subject_Objective_33,Subject_or_Unit_34,Face_to_Face,Subject_Objective_35,Currency,Subject_Description_39,Subject_or_Unit_21,Subject_Objective_9,Subject_or_Unit_20,Subject_Description_21,Subject_or_Unit_17,Subject_or_Unit_38,Subject_Description_33,Subject_Objective_15,Distance,Subject_or_Unit_18,Subject_Objective_10,Subject_or_Unit_35,Subject_or_Unit_37,Subject_Description_31,Subject_Description_9,Subject_Objective_36,Prerequisite_2,Availability,Subject_Description_38,Subject_Description_36,Subject_Description_37,City,Subject_or_Unit_28,Course_Lang,Subject_Objective_29,Subject_Description_22,Subject_Objective_13,Subject_Objective_20,Subject_or_Unit_23,Subject_or_Unit_33,Country,Subject_Objective_4,Subject_or_Unit_40,Subject_or_Unit_10,Subject_Objective_8,Subject_Description_35,Local_Fees,Subject_Description_24,Subject_or_Unit_15,Prerequisite_3,Subject_Description_27,Subject_Description_16,Subject_Objective_18,Subject_Objective_14,Subject_Description_25,Online,Subject_or_Unit_6,Subject_Description_1,Subject_or_Unit_16,Subject_Description_23,Subject_Description_12,Subject_Objective_25,Subject_Objective_1,Subject_Description_18,Subject_Objective_34,Subject_Objective_7,Subject_Description_32,Subject_Description_29,Subject_Description_4,Subject_or_Unit_19,Subject_Objective_31,Subject_or_Unit_4,Subject_or_Unit_24,Description,Subject_Description_20,Subject_Description_30,Subject_Description_13,Faculty,Subject_Description_19,Subject_or_Unit_5,Subject_Objective_6,Website,Subject_or_Unit_1,Subject_Objective_28,Subject_Description_7,Subject_Description_2,Duration,Subject_or_Unit_7,Subject_Description_5,Subject_or_Unit_26,Subject_Objective_11,Subject_Objective_37,Remarks,Prerequisite_3_grade,Subject_Description_8,Career_Outcomes,Subject_Objective_39,Subject_or_Unit_11,Level_Code,Subject_Objective_5,Subject_Description_34,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_6,Subject_Description_10,Subject_Objective_27,Subject_Objective_21,Subject_Description_28,Subject_or_Unit_25,Subject_Objective_32,Duration_Time,Subject_or_Unit_36,Subject_or_Unit_30,Subject_Objective_16,Subject_Objective_30,Subject_Description_11,Subject_Objective_19,Subject_or_Unit_9,Int_Fees,Subject_Objective_38,Course
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BDesign%255D-DR-DES%2Flocal&auth=1achcBFxMB3wpKkNNWYj4w&profile=_default&rank=11&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,35300,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BBusiness%255D-DR-INTBUS%2Flocal&auth=yB8afetOGSvmCIvPLA2Ypg&profile=_default&rank=12&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,32800,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BScience%255D-DR-INTSCI%2Flocal&auth=WRQWrQBAKW%2FIelqxKFhvTA&profile=_default&rank=13&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BEngineering%255D-DR-ENG%2Finternational&auth=64YzeJFt15psXRS%2FqxIMYQ&profile=_default&rank=14&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BDesign%255D-DR-INTDES%2Flocal&auth=k%2F4RMcxGJ7YyYFKhvP9XhQ&profile=_default&rank=15&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,30800,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BScience%255D-DR-SCI%2Finternational&auth=6UYzrZxL75NeeRS1WA2Rlw&profile=_default&rank=16&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BHealth-Sciences%255D-DR-INTHTHS%2Flocal&auth=TkP0JZu0OXn9%2Fd7zwN2AeA&profile=_default&rank=17&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BInformation-Systems%255D-DR-IS%2Finternational&auth=Mt0JZm2EZiFGfQQlkehpYQ&profile=_default&rank=18&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BInformation-and-Communication-Technology%255D-DR-ICT%2Flocal&auth=CA5U5HGoC%2FSfSxx%2FmpUByw&profile=_default&rank=19&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,38100,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BScience%255D-DR-INTSCI%2Finternational&auth=zKD2eNRwEsO25GvdiAuvxg&profile=_default&rank=20&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BDesign%255D-DR-DES%2Finternational&auth=XNl6kQZ6mzTa9U4UbrVxmg&profile=_default&rank=21&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,35300,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Medical and Nursing,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Psychology-%28Clinical-and-Forensic-Psychology%29-DR-CFPSY%2Flocal&auth=00NKMZuvCvoaUhRAFQkDwQ&profile=_default&rank=22&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,4,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,35300,,Doctor of Psychology (Clinical and Forensic Psychology)
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BInformation-and-Communication-Technology%255D-DR-ICT%2Finternational&auth=YQTZ%2B8S%2FVB69HtnH2AiH1A&profile=_default&rank=23&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,4,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,38100,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BDesign%255D-DR-INTDES%2Finternational&auth=aUgpwYxwokVoqpztI2QHcA&profile=_default&rank=24&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,4,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,30800,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,"Students completing a PhD in Health Sciences can work with supervisors who are experts in a diverse range of areas.  Our supervisors’ specialities include, but are not limited to: Students interested in interdisciplinary PhDs are also welcome to apply.",,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BHealth-Sciences%255D-DR-HTHSCI%2Flocal&auth=4KjVM%2Bt5v8A2ECqy%2FNBiOA&profile=_default&rank=25&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BHealth-Sciences%255D-DR-INTHTHS%2Finternational&auth=yIb4wSGKHAdPtejQqlGbGg&profile=_default&rank=26&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,yes,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,yes,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BInformation-and-Communication-Technology%255D-DR-INTICT%2Flocal&auth=2oQn1LI%2F35YsYnnBKgpC0w&profile=_default&rank=27&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,38100,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BTechnology-Innovation---Business-and-Law%255D-DR-TECFBL%2Flocal&auth=iLkHOtmMZ1fvjxHaLuzOlA&profile=_default&rank=28&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,38100,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,"Students completing a PhD in Health Sciences can work with supervisors who are experts in a diverse range of areas.  Our supervisors’ specialities include, but are not limited to: Students interested in interdisciplinary PhDs are also welcome to apply.",,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BHealth-Sciences%255D-DR-HTHSCI%2Finternational&auth=w5A7nzH%2BI2TWpkAcK5hvZw&profile=_default&rank=29&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BTechnology-Innovation---Business-and-Law%255D-DR-TECFBL%2Finternational&auth=RjC09sIUDuR18RYS%2BlUrfA&profile=_default&rank=30&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,37900,,Doctor of Philosophy
,,no,,6.5,,,,,,,,yes,,no,,,,Swinburne University of Technology,no,IELTS,,,,,,,,,,,year,,,,,yes,,AUD,,,,,,,,,,no,,,,,,,,,A,,,,Hawthorn,,English,,,,,,,Australia,,,,,,TBA,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Humanities and Social Science,,,,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2FDoctor-of-Philosophy-%255BInformation-and-Communication-Technology%255D-DR-INTICT%2Finternational&auth=L8jBrua3AnRGPxywtnR5nQ&profile=_default&rank=31&query=phd+AccreditationStatus%3Acurrent+%7CCourseTypes%3A%22%24%2B%2B+research+%24%2B%2B%22+%7CStudyLevel%3A%22%24%2B%2B+research+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,,,,,3,,,,,,[],,,,,,DPG,,,,,,,,,,,,Years,,,,,,,,38100,,Doctor of Philosophy
