Part_Time,Face_to_Face,Availability,Country,University,Distance,Level_Code,Faculty,Course,Course_Lang,Blended,Remarks,Prerequisite_2_grade,Website,Offline,Int_Fees,City,Duration_Time,Full_Time,Local_Fees,Online,Prerequisite_3_grade,Prerequisite_2,Currency_Time,Career_Outcomes,Description,Prerequisite_1_grade,Prerequisite_3,Duration,Currency,Prerequisite_1
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Circus Arts,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-circus-arts%2F&auth=EE40EEjxbIa9S4v1Y1nq6A&profile=_default&rank=77&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28980,Prahran,Years,yes,"10,340",no,,IELTS,year,,The National Institute of Circus Arts (NICA) is a centre of teaching excellence for professional education and training in contemporary circus arts. The Bachelor of Circus Arts degree aims to produce graduates with a broad body of knowledge and skills through immersive and experiential practice-based studies in contemporary circus arts. An intense student-centred approach to learning through the conservatoire model seeks to enable students to develop the knowledge and abilities necessary to become confident and autonomous circus arts practitioners. The program provides preparation for further learning and regular opportunities for performance in diverse contexts.,RC,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-health-science-professional%2F&auth=ZkOwH6tvWmkggtVmdNYmGg&profile=_default&rank=78&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Health Science (Professional) includes a mandatory 12-month paid professional work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.This course is designed to equip students for careers promoting health and wellbeing. Access laboratories and testing facilities equipped with the latest technology – Swinburne is the only university in Australia with MRI and MEG labs on campus.Explore Australian and international health challenges. Examine the physical, psychological and social aspects of health in a variety of settings. Learn about contemporary issues in health science, such as biomedical testing or health communication, and how to address them. Apply your learning in a professionally focused, multidisciplinary project during your final year of study.Discover a career in counselling, community development, health communication, disability, social welfare or medical research. Graduates may also progress to postgraduate study in physiotherapy, occupational therapy, speech therapy or nursing.",80,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Aviation,Bachelor of Laws / Bachelor of Aviation Management,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-laws-bachelor-of-aviation-management%2F&auth=M6HkoSbpn3PIrRPFeT%2F0Hw&profile=_default&rank=79&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36800,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Laws / Bachelor of Aviation Management equips students with the skills to work in commercial and general legal practice and in aviation management. All students undertake three law-related professional experience placements of 20 days each. Gain insight into how airlines and airports operate. Learn how aircraft are designed, operated and maintained; why aircraft follow certain routes; and how airlines and airports collaborate with supply chain partners to get passengers to their destination safely and profitably. The course covers legal principles and practices, including regulatory compliance and contract law, which are of critical importance in the aviation industry. Graduates will have a sound professional understanding of the aviation industry and associated environments, and skills in organisational, regulatory, safety, technical and business management.",85,,5,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,English,Bachelor of Health Science (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-health-science-honours%2F&auth=NE7lebfr3SbXO4uqFs085Q&profile=_default&rank=80&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Year,yes,"10,340",no,,IELTS,year,,"The purpose of this new Honours degree is to provide students with a pathway from their undergraduate studies in Health Sciences into a more intensive, specialised program related to their major. It also provides potential candidates with the foundation for doctoral training in their chosen field. The Bachelor of Health Sciences (Honours) program includes the following specialisations: Biomedical Science, Clinical Technologies, Psychophysiology, Nutrition, Psychology and Forensic Science, Health Promotion and Neuroscience. The program is designed to equip students with the necessary theory and skills advantageous for employment and research training in the Health Sciences. Students will gain experience in project management, research skills, writing for research publication, oral seminar presentation and working in teams. Please note that this Honours program does not have accreditation with the Australian Psychology Accreditation Council and does not allow students to practice as a professional psychologist. Students who wish to become a professional psychologist should complete the Bachelor of Psychological Sciences (Honours).",85,,1,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Mass Communication & Media,Bachelor of Film and Television (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-film-and-television-honours%2F&auth=LtdyGMBF7MXt%2FZ85RCs4hA&profile=_default&rank=81&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36600,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Film and Television (Honours) teaches students how to make narrative films, documentaries, animations, experimental films, music videos and television commercials. Gain the essential creative skills, technical knowledge and theory to make high-quality cinema, television and digital media productions. Gain access to state-of-the-art workstations; a purpose-built green screen room; interactive pen displays; high-end still, video and film cameras; and render farms.",85,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Laws / Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-laws-bachelor-of-business%2F&auth=PcGDQK8vNQQWZm7e4B4GwQ&profile=_default&rank=82&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"11,155",no,,IELTS,year,,"The Bachelor of Laws/Bachelor of Business offers students a course focused on commercial law with emphasis on intellectual property law. As the only double degree in Victoria with this specialisation, students learn about trade marks, patents and designs, copyright, the prohibition of misleading or deceptive conduct and competition law. The course also teaches students to be entrepreneurial thinkers and provides them with the skills and knowledge essential to business management and operations. Students complete law-related professional experience placements at organisations in Australia or overseas. Students are also introduced to the practical aspects of legal practice through moot court scenarios and advocacy exercises. The combination of degrees equips students with the skills to work in commercial and general legal practice, within management, and as entrepreneurs. ",85,,5,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-health-science-bachelor-of-business%2F&auth=g0xF7hAF8ggGikKu4hsBGw&profile=_default&rank=83&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Health Science / Bachelor of Business will equip students with health knowledge and skills that will be complemented by business acumen skills. Students in this double degree will develop a set of complementary and cross-disciplinary skills and knowledge hence contributing to their future readiness and innovative abilities in their chosen career. The double degree forms an important part of Faculty of Health, Arts and Design plan to expand and strengthen the curriculum options available to students in what is an increasingly competitive market. By expanding the choice of Health Science offerings, students will have an opportunity to study a double degree that taps into existing teaching and research strengths at Swinburne University of Technology with proven employability outcomes across the broad health sciences sector and related fields in Business.",60,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Engineering,Bachelor of Arts (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-arts-professional%2F&auth=WKCebHkgsLOPcIzh%2FZyU5A&profile=_default&rank=84&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28480,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Arts (Professional) includes a mandatory 12-month paid work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.The course is designed to foster students’ individual development and allow them to develop research and analytical skills that can be applied to a range of situations. Arts students learn how to gather, synthesise and assess information, how to conceptualise issues and how to express themselves effectively, both orally and in writing. Students have the opportunity to work with other students and academic staff from a range of disciplines on a project responding to one of the major social, cultural and economic challenges of the 21st century.",80,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Media and Communication/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-media-and-communication-bachelor-of-business%2F&auth=FSPoYUjDIyml%2BFLPjjLWHg&profile=_default&rank=85&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"8,919",no,,IELTS,year,,"The Bachelor of Media and Communication / Bachelor of Business equips students with knowledge and skills essential for a career that encompasses the challenging and dynamic area of media and communication and the business sector. By undertaking this double degree, graduates will be able to capitalise on opportunities in both industries.",60,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Information and Communication Technology,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-information-and-communication-technology%2F&auth=cu0bt%2BTmdRAmO1AkpaWXpw&profile=_default&rank=86&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31600,Hawthorn,Years,yes,"8,919",no,,IELTS,year,,"The Bachelor of Information and Communication Technology provides students with the knowledge and skills to be an information and communication technology professional, with particular skills in a chosen area. The course focuses on computer and network configurations, web and application programming, and database design and maintenance. Students also have the opportunity to specialise in a particular aspect of ICT-related work. This course is ideal for students who are seeking an ICT course with flexible outcomes.",60,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Humanities and Social Science,Bachelor of Psychological Sciences/Bachelor of Criminal Justice and Criminology,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-psychological-sciences-bachelor-of-criminal-justice-and-criminology%2F&auth=IPOnDmEWHQBuGNuzknmzIQ&profile=_default&rank=87&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,"34,560",Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"Learn all about human behaviour and criminality, and step closer to becoming a professional psychologist or academic researcher.The Bachelor of Psychological Sciences / Bachelor of Criminal Justice and Criminology provides a broad overview of psychology, and specifically, insight into the determinants of criminal behaviour.You’ll complete a variety of research projects and develop skills in project management, research design and report writing.The double degree will prepare you to work in the areas of law enforcement, corrections, offender rehabilitation and policy development. It also forms part of an Australian Psychology Accreditation Council (APAC) accredited pathway to becoming a registered psychologist. Graduates who demonstrate a high level of performance are eligible to apply for the Bachelor of Psychological Sciences (Honours) program.",60,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Engineering (Honours) / Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-engineering-honours-bachelor-of-business%2F&auth=%2FdKOk1TFUZiP%2FQOvayHYuw&profile=_default&rank=88&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,37600,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Engineering (Honours) / Bachelor of Business offers a choice from a range of majors to students seeking to study engineering and business. The course endeavours to incorporate appropriate graduate employability skills, developments in information technology, society's changing work patterns, sustainable design practices and the need to meet engineering 'world best practice' in engineering. The Bachelor of Business equips students with the core knowledge and skills essential to business management and operations in the 21st century. Students complete the core and major studies from their chosen engineering and business fields of study. After five to six years of study (depending on the Business major), students graduate with a professionally accredited engineering degree and a business degree.",75,,5,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Aviation,Bachelor of Aviation Management / Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-aviation-management-bachelor-of-business%2F&auth=SjnhMJkwJsG6rhEOP7g7eQ&profile=_default&rank=89&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36800,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Aviation Management / Bachelor of Business is designed for those seeking to play a key role in bringing changes to the aviation industry. Students gain insight into how airlines and airports operate to prepare them for management roles in the aviation industry in Australia or overseas. The course is also designed to teach students how to become innovative by integrating creative thinking and behaviours that equip them to lead and succeed. Students gain a sound professional understanding of the aviation industry and its associated environment, and skills in organisational, regulatory, safety, technical and business management. In the course, students learn how aircraft are designed, operated and maintained; why aircraft follow certain routes, and how airlines and airports collaborate with supply chain partners to get passengers to their destination safely and profitably. Students also acquire innovative and socially responsible business skills and practices so that they can lead, develop and change – skills and knowledge that can be applied to the aviation industry, anywhere in the world. This course has been developed with input from industry professionals and focuses on trends shaping the aviation industry today.",70,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-health-science%2F&auth=PTokfJHoIqVSuXcAtV%2FdVA&profile=_default&rank=90&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Health Science is designed to equip students for careers promoting health and wellbeing. Access laboratories and testing facilities equipped with the latest technology - Swinburne is the only university in Australia with MRI and MEG labs on campus. Explore Australian and international health challenges. Examine the physical, psychological and social aspects of health in a variety of settings. Learn about contemporary issues in health science, such as biomedical testing or health communication, and how to address them. Apply your learning in a professionally focused, multidisciplinary project during your final year of study. Discover a career in counselling, community development, health communication, disability, social welfare or medical research. Graduates may also progress to postgraduate study in physiotherapy, occupational therapy, speech therapy or nursing.",70,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Engineering (Honours) / Bachelor of Computer Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-engineering-honours-bachelor-of-computer-science%2F&auth=%2BHpBgCiNY8YGcg%2BSS4Pj%2Fg&profile=_default&rank=91&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,37600,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Engineering (Honours) / Bachelor of Computer Science combines technical expertise in an engineering field of your choice with skills in software development.Complete core units in your first year to assist in selecting majors in engineering and computer science. Obtain theoretical and practical engineering knowledge by participating in workshops and industry projects to prepare for roles in your chosen field across a range of industries.Explore contemporary approaches to application development involving mobile devices and web-based systems, with an emphasis on the design and implementation of effective human–computer interfaces. Develop skills in a range of programming languages, including C++, C#, Objective C and Java to complement your engineering skills and prepare you for a range of technical and creative careers.Apply your learning in a professionally focused, multidisciplinary project during your final year of study. Undertake at least 12 weeks of relevant professional experience.",75,,5,AUD,year 12
no,yes,I,Australia,Swinburne University of Technology,yes,BA,Aviation,Bachelor of Aviation and Piloting / Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-aviation-and-piloting-bachelor-of-business%2F&auth=mmRFCVLJMaKiBn7FjlufOw&profile=_default&rank=92&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,"221,277",Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"Our Bachelor of Aviation and Piloting/Bachelor of Business allows you to combine your passion for flying with business studies.This double degree includes four units of practical professional pilot training. Training in an airline cadet pilot environment, you will acquire a Commercial Pilot Licence with a Multi Engine Instrument Rating. For your final practical unit, you will either undertake a CASA approved Multi Crew Cooperation course, or Flight Instructor rating.In your business studies, you’ll examine airline business models, strategy and management principles, and be prepared for roles in modern organisations. Your assessments will include a research project focusing on an area of interest within aviation.Flight crew are in high demand around the world. You will graduate with the skills to pursue a career as a flight crew member, flight instructor, or within an aviation business.",75,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Arts,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-arts%2F&auth=Da86IN0i5IUd0zvu9%2FN6fA&profile=_default&rank=93&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28480,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Arts offers students a unique range of interdisciplinary skills. Students develop their capacity for critical analysis, creativity and problem-solving, as well as a thorough understanding of the relationship between theory, research and practice. They choose from a wide range of major study areas, equipping them for diverse careers in areas such as media, management, finance, education and government.A key component of the degree is the Grand Challenges final-year project. Conducted in collaboration with the Swinburne Institute of Social Research, the project fosters team-based research activity and challenges students to go beyond the comfort of discipline boundaries. Students develop valuable collaborative skills as they research innovative solutions to contemporary issues facing society. The course offers students lifelong learning skills with a global and multidisciplinary awareness.",75,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Mass Communication & Media,Bachelor of Design/ Bachelor of Media and Communication,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-design-bachelor-of-media-and-communication%2F&auth=uLSTn%2FTNofBcJ0915syiTg&profile=_default&rank=94&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32480,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Design / Bachelor of Media and Communication is designed to equip students with the knowledge to harness creativity in design, and bring designs to life in professional communication industries.Students will gain in-depth knowledge across the discipline of design, as well as additional skills in management, writing, business, media planning and more – making graduates well-prepared for a wide variety of both creative and managerial opportunities in creative communications and media.",70,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Laws / Bachelor of Engineering (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-laws-bachelor-of-engineering-honours%2F&auth=ZKaDpuEEP9YVGaY9N4ofzA&profile=_default&rank=95&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,37600,Hawthorn,Months,yes,"10,340",no,,IELTS,year,,"The Bachelor of Laws / Bachelor of Engineering (Honours) provides an accredited qualification in law whilst enabling learning to be contextualised to the discipline of engineering. The degree also provides students with a broad, well-rounded legal education that inculcates an understanding of the role the law plays in our society and of how it can assist Australia as a trading nation. Graduates will also have the technical expertise and management skills to lead to a future within biomedical, civil, construction, manufacturing, mechanical, network and telecommunication environments.",85,,78,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Design/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-design-bachelor-of-business%2F&auth=s%2BSUxGP1UGxLQ%2FF5t8R9bg&profile=_default&rank=96&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32480,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Design / Bachelor of Business equips students with the knowledge and skills essential for a career that encompasses the challenging and dynamic area of design and business sectors. By undertaking this double degree, graduates will be able to capitalise on opportunities in both the design and business professions.",85,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Engineering,Bachelor of Business (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-business-professional%2F&auth=e83e7n14t4sLSju2VqN8IQ&profile=_default&rank=97&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"10,340",no,,IELTS,year,,"The Bachelor of Business (Professional) includes a mandatory 12-month paid work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.Gain core skills and knowledge in business, management and operations to prepare for roles in modern organisations.Select a major area of specialisation and combine with other studies become an entrepreneurial thinker in your future career.The course links theoretical and practical knowledge needed to operate effectively in diverse settings such as not-for-profits, government, small business and corporations. Participate in professionally focused, multidisciplinary projects during your final year of study.",85,,4,AUD,year 12
