Part_Time,Face_to_Face,Availability,Country,University,Distance,Level_Code,Faculty,Course,Course_Lang,Blended,Remarks,Prerequisite_2_grade,Website,Offline,Int_Fees,City,Duration_Time,Full_Time,Local_Fees,Online,Prerequisite_3_grade,Prerequisite_2,Currency_Time,Career_Outcomes,Description,Prerequisite_1_grade,Prerequisite_3,Duration,Currency,Prerequisite_1
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,English,Bachelor of Health Science (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-health-science-honours%2F&auth=yYAeASVpoqo9VNSx3r63iQ&profile=_default&rank=33&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Year,yes,"9,527",no,,IELTS,year,,"The purpose of this new Honours degree is to provide students with a pathway from their undergraduate studies in Health Sciences into a more intensive, specialised program related to their major. It also provides potential candidates with the foundation for doctoral training in their chosen field. The Bachelor of Health Sciences (Honours) program includes the following specialisations: Biomedical Science, Clinical Technologies, Psychophysiology, Nutrition, Psychology and Forensic Science, Health Promotion and Neuroscience. The program is designed to equip students with the necessary theory and skills advantageous for employment and research training in the Health Sciences. Students will gain experience in project management, research skills, writing for research publication, oral seminar presentation and working in teams. Please note that this Honours program does not have accreditation with the Australian Psychology Accreditation Council and does not allow students to practice as a professional psychologist. Students who wish to become a professional psychologist should complete the Bachelor of Psychological Sciences (Honours).",65,,1,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Law,Bachelor of Criminal Justice and Criminology,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-criminal-justice-and-criminology%2F&auth=0S4jGltG%2B%2Fu57om5eXLtww&profile=_default&rank=34&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28480,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Criminal Justice and Criminology is the only degree of its type in Victoria, focussing on both the causes of crime (criminology) and the fallout of crime (criminal justice). You’ll learn about local and global criminality, traditional approaches and responses to crime, and emerging trends and practices. In this course, you’ll examine the international dimensions of criminal justice as well as the technological advances that impact the sector, including an emphasis on predicting the commission of crime, detecting and stopping criminal behaviour, and implementing effective and efficient criminal sanctions. The degree will give you the knowledge and skills to work in a range of sectors and industries, including policing, corrections, courts, offender rehabilitation, victim support and government policy development.",60,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Circus Arts,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-circus-arts%2F&auth=aPhzEsosHpLtxQuBnDTKew&profile=_default&rank=35&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28980,Prahran,Years,yes,"14,960",no,,IELTS,year,,The National Institute of Circus Arts (NICA) is a centre of teaching excellence for professional education and training in contemporary circus arts. The Bachelor of Circus Arts degree aims to produce graduates with a broad body of knowledge and skills through immersive and experiential practice-based studies in contemporary circus arts. An intense student-centred approach to learning through the conservatoire model seeks to enable students to develop the knowledge and abilities necessary to become confident and autonomous circus arts practitioners. The program provides preparation for further learning and regular opportunities for performance in diverse contexts.,one,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Design (Architecture),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-design-architecture%2F&auth=nnyL4j%2FCWgIqG%2B9KMBYXmg&profile=_default&rank=36&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34200,Hawthorn,Years,yes,"14,960",no,,IELTS,year,,"From Bauhaus to brutalism, suburbia to skyscrapers; architecture is more than just buildings. Concerned with both form and space, process and performance, mass and light, perception and comfort, Architecture shapes the ways we live and connect.Throughout a Bachelor of Design (Architecture) at Swinburne, you will study a range of concepts and skillsets under the guidance of world-renowned academics in a variety of settings, from classrooms to workshops and design studios.Across three years – and through units in design, construction, cultural contexts and more – you will master the software used in cutting-edge firms, retrace the history of the craft, get hands-on experience with industry partnerships and placements, and work with innovative and sustainable building materials that are changing the world.With access to Swinburne’s ProtoLAB, a state-of-the-art digital fabrication and design workshop equipped with 3D printers, collaborative robots and laser cutters, you’ll have all the tools at hand to become a designer of the future.",one,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Humanities and Social Science,Bachelor of Games and Interactivity/ Bachelor of Animation,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-games-and-interactivity-bachelor-of-animation%2F&auth=WLQhZLs3fTv5WBM8xGazGA&profile=_default&rank=37&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36600,Hawthorn,Years,yes,"14,960",no,,IELTS,year,,"The Bachelor of Games and Interactivity / Bachelor of Animation invites students to gain the competitive edge in their field. This double degree offers in-depth learning in both games and animation – covering history, theory and contemporary production. Students will graduate with a unique skill set sought after by producers, studios, developers and emerging tech companies.",one,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Engineering,Bachelor of Business (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-business-professional%2F&auth=rys1qa%2BBvhycGYd3westKw&profile=_default&rank=38&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"11,155",no,,IELTS,year,,"The Bachelor of Business (Professional) includes a mandatory 12-month paid work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.Gain core skills and knowledge in business, management and operations to prepare for roles in modern organisations.Select a major area of specialisation and combine with other studies become an entrepreneurial thinker in your future career.The course links theoretical and practical knowledge needed to operate effectively in diverse settings such as not-for-profits, government, small business and corporations. Participate in professionally focused, multidisciplinary projects during your final year of study.",80,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Accounting,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-accounting%2F&auth=A4b5CgRwDMyDT6kzoyYiVQ&profile=_default&rank=39&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"11,155",no,,IELTS,year,,"The Bachelor of Accounting allows students to develop skills that are fundamental to evaluating, analysing and communicating the financial position of an organisation or individual. The course is designed to prepare individuals in the core areas of financial accounting, management accounting, finance, tax and auditing, in addition to economics and commercial law. Students with studies in accounting find rewarding work in industry, commerce, the public sector, the financial industry or business consulting and public accounting.",80,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Arts/ Bachelor of Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-arts-bachelor-of-science%2F&auth=C7KfmIggdejYvMQopfGG2w&profile=_default&rank=40&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,35200,Hawthorn,Years,yes,"8,105",no,,IELTS,year,,"The Bachelor of Arts/Bachelor of Science offers students a general understanding of contemporary social and cultural developments through a range of study areas, as well as a capacity to understand complex scientific information in a specialised field. It combines a range of key humanities and scientific skills and knowledge related to current and projected industry needs. Students learn how to communicate their knowledge in ways that address the issues facing humanity and the planet. Students also develop analytical, communication and research skills designed to facilitate their personal and professional development. Drawing on the expertise of leading teachers, researchers and industry experts, the course allows students to design a degree to develop a unique range of interdisciplinary skills.",65,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Design/ Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-design-bachelor-of-business%2F&auth=sPxDTn8U5Bo6qzLO0vQddQ&profile=_default&rank=41&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32480,Hawthorn,Years,yes,"8,919",no,,IELTS,year,,"The Bachelor of Design / Bachelor of Business equips students with the knowledge and skills essential for a career that encompasses the challenging and dynamic area of design and business sectors. By undertaking this double degree, graduates will be able to capitalise on opportunities in both the design and business professions.",70,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Humanities and Social Science,Bachelor of Animation,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-animation%2F&auth=hFRdJZvyFMLdf4%2B5o%2B4ZnQ&profile=_default&rank=42&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36600,Hawthorn,Years,yes,"8,919",no,,IELTS,year,,"The Bachelor of Animation is designed to provide students with practical, hands-on experience in 2D, 3D and stop-motion animation for film and television, visual effects and games. Develop an understanding of animation and production techniques. Choose to specialise in character animation, production design, production management, story development or direction. Learn about film, television and animation history and theory; and the development of narrative structures as applied to animation. Gain access to state-of-the-art workstations; a purpose-built animation studio; interactive pen displays; high-end cameras; and render farms for processing 3D computer animation.",70,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Engineering,Bachelor of Computer Science (Professional),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-computer-science-professional%2F&auth=bqS%2FTr2iRBl3dvrrtBHCVw&profile=_default&rank=43&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31600,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Computer Science (Professional) includes a mandatory 12-month paid work placement. You'll benefit from Swinburne’s unique industry partnerships, gain invaluable full-time work experience and earn credit towards your degree.The course focuses on developing expertise in software development and computer science. Students receive extensive education in contemporary approaches to the analysis, design and implementation of large-scale systems, along with a sound understanding of the traditional aspects of computer science such as hardware and operating systems. This course pays particular attention to the human factors involved in the development, deployment and use of computer-based systems.Students will develop skills in a range of contemporary approaches to software development, programming languages, development environments, and software development tools.",80,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,Engineering,Bachelor of Design (Industrial Design) (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-design-industrial-design-honours%2F&auth=2LU5bDKi%2BFhXHR6BbcI25w&profile=_default&rank=44&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34200,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Design (Industrial Design) (Honours) provides students with an understanding of the underlying principles and concepts of industrial design and its applications in other specialised fields. Learn how to develop products that meet human needs and expectations, ranging from personal and household items to commercial and industrial equipment.Develop creative and technological aptitude through a user-centred design program supported by business studies, professional practice, consumer knowledge, sustainability and design ethics.",70,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Science and Health Science,Bachelor of Science (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-science-honours%2F&auth=IdetqicCnzU6pgDf5QsRoA&profile=_default&rank=45&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,35200,Hawthorn,Year,yes,"6,684",no,,IELTS,year,,"The primary focus of the Honours course in Science at Swinburne is on research skills with a mix of advanced theory, professional training, research training, and a research project leading to a thesis. An Honours degree in Science provides a competitive advantage for employment in research positions and is a requirement for studying at PhD level.",70,,1,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Design,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-design%2F&auth=Dpnm1ZqaujsGWEkYYuaILw&profile=_default&rank=46&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32480,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"Designers don’t just make things beautiful and purposeful, they create the items that we come to rely on every day, the ideas that propel us forward and change the world. After all, where would we be without Times New Roman, WhatsApp, or the Nike tick? Whether you’re passionate about a particular path or still exploring what it is that interests you, our Bachelor of Design will give students skills and knowledge across a range of disciplines, with core subjects in 20th century design, typography, brand and identity design and more. As Victoria’s oldest design school, Swinburne gives its students access to academics who are experts in their fields, strong, industry partnerships and connections, and technical, real-world skills. Learn to think strategically about design problems and work collaboratively with clients towards solutions. No matter what type of design career you’re envisioning, a Bachelor of Design will give you the fundamental skills to work as a designer in the industry and role of your choice.",70,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Humanities and Social Science,Bachelor of Games and Interactivity/ Bachelor of Animation,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-games-and-interactivity-bachelor-of-animation%2F&auth=bu65mtwvFFna3d8Zi7ZqeQ&profile=_default&rank=47&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36600,Hawthorn,Years,yes,"8,105",no,,IELTS,year,,"The Bachelor of Games and Interactivity / Bachelor of Animation invites students to gain the competitive edge in their field. This double degree offers in-depth learning in both games and animation – covering history, theory and contemporary production. Students will graduate with a unique skill set sought after by producers, studios, developers and emerging tech companies.",65,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,PG,Law,Bachelor of Laws - Graduate Entry,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-laws-graduate-entry%2F&auth=0KSVmpR%2BIUd09i0SulK5LA&profile=_default&rank=48&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34000,Hawthorn,Years,yes,"11,155",no,,IELTS,year,,"The Bachelor of Laws - Graduate Entry is specifically for students who have completed a non-law undergraduate degree and who wish to diversify their career options, including those in full-time employment. It is a prestigious and relevant additional qualification, with a unique focus on intellectual property within a commercial law context. It will attract a cohort of mature students, forming a cohesive peer group to provide a network of like-minded professionals.Students complete law-related professional experience placements and are introduced to the practical aspects of legal practice through moot court scenarios and advocacy exercises.The degree equips students with the skills to work in commercial and general legal practice and in a range of industries, including media and entertainment, design, branding and advertising.",65,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Creative Arts & Design & Music,Bachelor of Arts,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-arts%2F&auth=1L7NFJNFrt5BWWEBHYc7bw&profile=_default&rank=49&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,28480,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Arts offers students a unique range of interdisciplinary skills. Students develop their capacity for critical analysis, creativity and problem-solving, as well as a thorough understanding of the relationship between theory, research and practice. They choose from a wide range of major study areas, equipping them for diverse careers in areas such as media, management, finance, education and government.A key component of the degree is the Grand Challenges final-year project. Conducted in collaboration with the Swinburne Institute of Social Research, the project fosters team-based research activity and challenges students to go beyond the comfort of discipline boundaries. Students develop valuable collaborative skills as they research innovative solutions to contemporary issues facing society. The course offers students lifelong learning skills with a global and multidisciplinary awareness.",60,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,Mass Communication & Media,Bachelor of Design (Communication Design) (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-design-communication-design-honours%2F&auth=gWtmU77VwuZhdyyEK7zPmA&profile=_default&rank=50&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32480,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Design (Communication Design) (Honours) is designed to equip students to become imaginative and advanced communication designers and researchers. Through strong links with industry, the course offers students the theoretical knowledge and practical skills needed to seek employment in advanced areas of communication design.Students develop high-end strategic and critical thinking skills informed by the latest research and practice. They learn how to create powerful, innovative and refined design solutions to meet the needs of the communication design industry.The degree offers students mentoring by experts via industry-focused workshops. Students have the opportunity to build networks through an embedded industry placement and participation in industry projects. Alternatively they can apply to work in the Design Factory Melbourne in their final year of study.",90,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Humanities and Social Science,Bachelor of Education (Early Childhood and Primary),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-education-early-childhood-and-primary%2F&auth=0Vw3vH4zkiVniG6JNOPK1g&profile=_default&rank=51&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,27560,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"In the Bachelor of Education (Early Childhood and Primary), you’ll learn the skills and knowledge required to teach early childhood and primary schooling.You’ll be equipped to negotiate the changing context of teaching and learning in the 21st century, with innovative and creative teaching methods that make expert use of emerging technologies. You’ll gain a broad body of knowledge, studying the contexts of education, cultural-historical perspectives and child development, as well as units focusing on specific subject disciplines. The course offers specialisations in Mathematics and English. You’ll complete 91 days of placement throughout the course to put into practice the leadership and management skills you’ll learn in your studies. Upon graduating, you’ll be eligible for employment in a range of Early Childhood and Primary settings, including children’s centres, kindergartens, preschools and early learning centres, as well as government, Catholic and independent primary schools in Australia.",70,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Business Information Systems,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-business-information-systems%2F&auth=MT2iIJeDWZ0Tvl0rzkeL3A&profile=_default&rank=52&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31600,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"Students enrolled into the Bachelor of Business Information Systems can expect to gain technical and analytical skills as well as the ability to assess, evaluate, and communicate the key aspects of IS/IT as an enabler of modern organisations. The growing demand for IS professionals who can provide IS/IT expertise while showing an aptitude towards the organisational environment and the ability to communicate with the business users, means that graduates of this degree can enjoy career opportunities in the professional fields of business analysis, project management, or other fields where IS/IT-requisite skills and knowledge are highly valued.",60,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Computer Science & Information Technology,Bachelor of Computer Science (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-computer-science-honours%2F&auth=51%2B3yUV947t1QuUcPnJ41g&profile=_default&rank=53&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31600,Hawthorn,Year,yes,"9,527",no,,IELTS,year,,"The Bachelor of Computer Science (Honours) is intended to provide students who have demonstrated academic ability with the opportunity to pursue their undergraduate studies to an advanced level, to deepen their intellectual understanding in the fields of Computer Science and/or Software Engineering, and to develop their research skills. The honours course is a recognised point of entry into postgraduate research studies. Students will concentrate on a chosen problem from the fields of Computer Science and/or Software Engineering, gaining a better understanding and practising appropriate research techniques. Students will also be required to complete a substantial original piece of research for their thesis to ensure that they develop the ability to conceptualise problems, devise research strategies and carry out individual research work under the supervision of a member of staff with expertise in the area. Graduates of this course will have advanced skills in Computer Science and/or Software Engineering and will have well-developed oral and written communication skills.",60,,1,AUD,year 12
